zip,metro,0br,1br,2br,3br,4br
75001,"Dallas, TX HUD Metro FMR Area",1480,1580,1870,2380,3130
75002,"Dallas, TX HUD Metro FMR Area",1410,1500,1780,2270,2980
75006,"Dallas, TX HUD Metro FMR Area",1110,1190,1410,1800,2360
75007,"Dallas, TX HUD Metro FMR Area",1140,1220,1440,1840,2410
75009,"Dallas, TX HUD Metro FMR Area",1450,1540,1830,2330,3060
75010,"Dallas, TX HUD Metro FMR Area",1240,1330,1570,2000,2630
75011,"Dallas, TX HUD Metro FMR Area",1060,1130,1340,1710,2240
75013,"Dallas, TX HUD Metro FMR Area",1370,1460,1730,2210,2900
75014,"Dallas, TX HUD Metro FMR Area",1020,1090,1290,1640,2160
75015,"Dallas, TX HUD Metro FMR Area",1020,1090,1290,1640,2160
75016,"Dallas, TX HUD Metro FMR Area",1020,1090,1290,1640,2160
75017,"Dallas, TX HUD Metro FMR Area",1020,1090,1290,1640,2160
75019,"Dallas, TX HUD Metro FMR Area",1320,1410,1670,2130,2800
75022,"Dallas, TX HUD Metro FMR Area",1610,1720,2040,2600,3410
75023,"Dallas, TX HUD Metro FMR Area",1260,1350,1600,2040,2680
75024,"Dallas, TX HUD Metro FMR Area",1570,1680,1990,2540,3330
75025,"Dallas, TX HUD Metro FMR Area",1370,1460,1730,2210,2900
75026,"Dallas, TX HUD Metro FMR Area",1260,1350,1600,2040,2680
75027,"Dallas, TX HUD Metro FMR Area",1130,1210,1430,1820,2390
75028,"Dallas, TX HUD Metro FMR Area",1610,1720,2040,2600,3420
75029,"Dallas, TX HUD Metro FMR Area",1130,1210,1430,1820,2390
75030,"Dallas, TX HUD Metro FMR Area",1020,1090,1290,1640,2160
75032,"Dallas, TX HUD Metro FMR Area",1290,1380,1630,2080,2730
75033,"Dallas, TX HUD Metro FMR Area",1160,1240,1470,1880,2460
75034,"Dallas, TX HUD Metro FMR Area",1400,1490,1770,2260,2960
75035,"Dallas, TX HUD Metro FMR Area",1610,1720,2040,2600,3420
75036,"Dallas, TX HUD Metro FMR Area",1130,1210,1430,1820,2390
75038,"Dallas, TX HUD Metro FMR Area",1130,1210,1430,1820,2390
75039,"Dallas, TX HUD Metro FMR Area",1610,1720,2040,2600,3420
75040,"Dallas, TX HUD Metro FMR Area",990,1060,1250,1590,2090
75041,"Dallas, TX HUD Metro FMR Area",960,1020,1210,1540,2030
75042,"Dallas, TX HUD Metro FMR Area",880,940,1110,1410,1860
75043,"Dallas, TX HUD Metro FMR Area",1060,1130,1340,1710,2240
75044,"Dallas, TX HUD Metro FMR Area",1180,1270,1500,1910,2510
75045,"Dallas, TX HUD Metro FMR Area",1020,1090,1290,1640,2160
75046,"Dallas, TX HUD Metro FMR Area",1020,1090,1290,1640,2160
75047,"Dallas, TX HUD Metro FMR Area",1020,1090,1290,1640,2160
75048,"Dallas, TX HUD Metro FMR Area",1330,1420,1680,2140,2810
75049,"Dallas, TX HUD Metro FMR Area",1020,1090,1290,1640,2160
75050,"Dallas, TX HUD Metro FMR Area",1020,1100,1310,1680,2180
75051,"Dallas, TX HUD Metro FMR Area",870,940,1110,1420,1860
75052,"Dallas, TX HUD Metro FMR Area",1130,1240,1470,1900,2450
75053,"Dallas, TX HUD Metro FMR Area",990,1080,1280,1660,2140
75054,"Dallas, TX HUD Metro FMR Area",1410,1590,1900,2520,3140
75056,"Dallas, TX HUD Metro FMR Area",1320,1410,1670,2130,2800
75057,"Dallas, TX HUD Metro FMR Area",1160,1240,1470,1870,2460
75058,"Dallas, TX HUD Metro FMR Area",840,1050,1250,1670,1990
75060,"Dallas, TX HUD Metro FMR Area",910,970,1150,1470,1930
75061,"Dallas, TX HUD Metro FMR Area",970,1040,1230,1570,2060
75062,"Dallas, TX HUD Metro FMR Area",1000,1060,1260,1610,2110
75063,"Dallas, TX HUD Metro FMR Area",1380,1480,1750,2230,2930
75065,"Dallas, TX HUD Metro FMR Area",1170,1250,1480,1890,2480
75067,"Dallas, TX HUD Metro FMR Area",1180,1270,1500,1910,2510
75068,"Dallas, TX HUD Metro FMR Area",1560,1670,1980,2520,3310
75069,"Dallas, TX HUD Metro FMR Area",1080,1160,1370,1750,2290
75070,"Dallas, TX HUD Metro FMR Area",1360,1450,1720,2190,2880
75071,"Dallas, TX HUD Metro FMR Area",1450,1540,1830,2330,3060
75072,"Dallas, TX HUD Metro FMR Area",1260,1350,1600,2040,2680
75074,"Dallas, TX HUD Metro FMR Area",1210,1290,1530,1950,2560
75075,"Dallas, TX HUD Metro FMR Area",1200,1280,1520,1940,2540
75077,"Dallas, TX HUD Metro FMR Area",1380,1480,1750,2230,2930
75078,"Dallas, TX HUD Metro FMR Area",1390,1490,1760,2240,2950
75080,"Dallas, TX HUD Metro FMR Area",1150,1230,1460,1860,2440
75081,"Dallas, TX HUD Metro FMR Area",1300,1390,1650,2100,2760
75082,"Dallas, TX HUD Metro FMR Area",1450,1550,1840,2350,3080
75083,"Dallas, TX HUD Metro FMR Area",1020,1090,1290,1640,2160
75085,"Dallas, TX HUD Metro FMR Area",1020,1090,1290,1640,2160
75086,"Dallas, TX HUD Metro FMR Area",1260,1350,1600,2040,2680
75087,"Dallas, TX HUD Metro FMR Area",1300,1390,1650,2100,2760
75088,"Dallas, TX HUD Metro FMR Area",1480,1580,1870,2380,3130
75089,"Dallas, TX HUD Metro FMR Area",1580,1690,2000,2550,3350
75093,"Dallas, TX HUD Metro FMR Area",1450,1550,1840,2350,3080
75094,"Dallas, TX HUD Metro FMR Area",1610,1720,2040,2600,3420
75097,"Dallas, TX HUD Metro FMR Area",1260,1350,1600,2040,2680
75098,"Dallas, TX HUD Metro FMR Area",1380,1480,1750,2230,2930
75099,"Dallas, TX HUD Metro FMR Area",1020,1090,1290,1640,2160
75101,"Dallas, TX HUD Metro FMR Area",860,920,1090,1390,1820
75104,"Dallas, TX HUD Metro FMR Area",1280,1370,1620,2060,2710
75106,"Dallas, TX HUD Metro FMR Area",1020,1090,1290,1640,2160
75114,"Dallas, TX HUD Metro FMR Area",1130,1210,1430,1820,2390
75115,"Dallas, TX HUD Metro FMR Area",1100,1170,1390,1770,2330
75116,"Dallas, TX HUD Metro FMR Area",970,1040,1230,1570,2060
75118,"Dallas, TX HUD Metro FMR Area",960,1020,1210,1540,2030
75119,"Dallas, TX HUD Metro FMR Area",870,930,1100,1400,1840
75123,"Dallas, TX HUD Metro FMR Area",1020,1090,1290,1640,2160
75125,"Dallas, TX HUD Metro FMR Area",990,1060,1250,1590,2090
75126,"Dallas, TX HUD Metro FMR Area",1400,1490,1770,2260,2960
75132,"Dallas, TX HUD Metro FMR Area",1330,1430,1690,2150,2820
75134,"Dallas, TX HUD Metro FMR Area",1000,1060,1260,1610,2110
75135,"Dallas, TX HUD Metro FMR Area",960,1030,1220,1560,2040
75137,"Dallas, TX HUD Metro FMR Area",1200,1280,1520,1940,2540
75138,"Dallas, TX HUD Metro FMR Area",1020,1090,1290,1640,2160
75141,"Dallas, TX HUD Metro FMR Area",960,1020,1210,1540,2030
75142,"Dallas, TX HUD Metro FMR Area",880,940,1110,1410,1860
75143,"Dallas, TX HUD Metro FMR Area",810,860,1020,1300,1710
75146,"Dallas, TX HUD Metro FMR Area",1020,1090,1290,1640,2160
75147,"Dallas, TX HUD Metro FMR Area",770,830,980,1250,1640
75149,"Dallas, TX HUD Metro FMR Area",970,1040,1230,1570,2060
75150,"Dallas, TX HUD Metro FMR Area",1070,1150,1360,1730,2280
75152,"Dallas, TX HUD Metro FMR Area",1050,1120,1330,1700,2230
75154,"Dallas, TX HUD Metro FMR Area",1120,1200,1420,1810,2380
75156,"Dallas, TX HUD Metro FMR Area",960,1020,1210,1540,2030
75157,"Dallas, TX HUD Metro FMR Area",810,860,1020,1300,1710
75158,"Dallas, TX HUD Metro FMR Area",1080,1160,1370,1750,2290
75159,"Dallas, TX HUD Metro FMR Area",950,1010,1200,1530,2010
75160,"Dallas, TX HUD Metro FMR Area",920,980,1160,1480,1940
75161,"Dallas, TX HUD Metro FMR Area",950,1010,1200,1530,2010
75164,"Dallas, TX HUD Metro FMR Area",1060,1130,1340,1710,2240
75165,"Dallas, TX HUD Metro FMR Area",940,1000,1190,1520,1990
75166,"Dallas, TX HUD Metro FMR Area",1610,1720,2040,2600,3420
75167,"Dallas, TX HUD Metro FMR Area",1380,1480,1750,2230,2930
75168,"Dallas, TX HUD Metro FMR Area",990,1060,1250,1590,2090
75169,"Dallas, TX HUD Metro FMR Area",760,810,960,1220,1610
75172,"Dallas, TX HUD Metro FMR Area",840,890,1060,1350,1770
75173,"Dallas, TX HUD Metro FMR Area",1050,1120,1330,1700,2230
75180,"Dallas, TX HUD Metro FMR Area",970,1040,1230,1570,2060
75181,"Dallas, TX HUD Metro FMR Area",1610,1720,2040,2600,3420
75182,"Dallas, TX HUD Metro FMR Area",1400,1530,1830,2360,3130
75185,"Dallas, TX HUD Metro FMR Area",1020,1090,1290,1640,2160
75187,"Dallas, TX HUD Metro FMR Area",1020,1090,1290,1640,2160
75189,"Dallas, TX HUD Metro FMR Area",1340,1440,1700,2170,2850
75201,"Dallas, TX HUD Metro FMR Area",1610,1720,2040,2600,3420
75202,"Dallas, TX HUD Metro FMR Area",1450,1540,1830,2330,3060
75203,"Dallas, TX HUD Metro FMR Area",810,870,1030,1310,1720
75204,"Dallas, TX HUD Metro FMR Area",1610,1720,2040,2600,3420
75205,"Dallas, TX HUD Metro FMR Area",1470,1570,1860,2370,3110
75206,"Dallas, TX HUD Metro FMR Area",1330,1430,1690,2150,2830
75207,"Dallas, TX HUD Metro FMR Area",1530,1640,1940,2470,3250
75208,"Dallas, TX HUD Metro FMR Area",1030,1110,1310,1670,2190
75209,"Dallas, TX HUD Metro FMR Area",1300,1390,1650,2100,2760
75210,"Dallas, TX HUD Metro FMR Area",710,760,900,1150,1510
75211,"Dallas, TX HUD Metro FMR Area",860,920,1090,1390,1820
75212,"Dallas, TX HUD Metro FMR Area",830,890,1050,1340,1760
75214,"Dallas, TX HUD Metro FMR Area",1160,1240,1470,1870,2460
75215,"Dallas, TX HUD Metro FMR Area",770,830,980,1250,1640
75216,"Dallas, TX HUD Metro FMR Area",760,810,960,1220,1610
75217,"Dallas, TX HUD Metro FMR Area",810,860,1020,1300,1710
75218,"Dallas, TX HUD Metro FMR Area",1090,1160,1380,1760,2310
75219,"Dallas, TX HUD Metro FMR Area",1520,1630,1930,2460,3230
75220,"Dallas, TX HUD Metro FMR Area",950,1010,1200,1530,2010
75221,"Dallas, TX HUD Metro FMR Area",1020,1090,1290,1640,2160
75222,"Dallas, TX HUD Metro FMR Area",1020,1090,1290,1640,2160
75223,"Dallas, TX HUD Metro FMR Area",880,940,1110,1410,1860
75224,"Dallas, TX HUD Metro FMR Area",810,860,1020,1300,1710
75225,"Dallas, TX HUD Metro FMR Area",1610,1720,2040,2600,3420
75226,"Dallas, TX HUD Metro FMR Area",1160,1240,1470,1870,2460
75227,"Dallas, TX HUD Metro FMR Area",880,940,1110,1410,1860
75228,"Dallas, TX HUD Metro FMR Area",870,930,1100,1400,1840
75229,"Dallas, TX HUD Metro FMR Area",980,1050,1240,1580,2080
75230,"Dallas, TX HUD Metro FMR Area",1000,1070,1270,1620,2130
75231,"Dallas, TX HUD Metro FMR Area",970,1040,1230,1570,2060
75232,"Dallas, TX HUD Metro FMR Area",920,990,1170,1490,1960
75233,"Dallas, TX HUD Metro FMR Area",930,1000,1180,1500,1980
75234,"Dallas, TX HUD Metro FMR Area",1100,1170,1390,1770,2330
75235,"Dallas, TX HUD Metro FMR Area",1190,1270,1510,1920,2530
75236,"Dallas, TX HUD Metro FMR Area",920,980,1160,1480,1940
75237,"Dallas, TX HUD Metro FMR Area",880,940,1110,1410,1860
75238,"Dallas, TX HUD Metro FMR Area",1000,1060,1260,1610,2110
75240,"Dallas, TX HUD Metro FMR Area",1010,1080,1280,1630,2140
75241,"Dallas, TX HUD Metro FMR Area",910,970,1150,1470,1930
75242,"Dallas, TX HUD Metro FMR Area",1020,1090,1290,1640,2160
75243,"Dallas, TX HUD Metro FMR Area",1000,1060,1260,1610,2110
75244,"Dallas, TX HUD Metro FMR Area",1340,1440,1700,2170,2850
75246,"Dallas, TX HUD Metro FMR Area",780,840,990,1260,1660
75247,"Dallas, TX HUD Metro FMR Area",820,880,1040,1330,1740
75248,"Dallas, TX HUD Metro FMR Area",1250,1330,1580,2010,2650
75249,"Dallas, TX HUD Metro FMR Area",1400,1490,1770,2260,2960
75250,"Dallas, TX HUD Metro FMR Area",1020,1090,1290,1640,2160
75251,"Dallas, TX HUD Metro FMR Area",1250,1330,1580,2010,2650
75252,"Dallas, TX HUD Metro FMR Area",1210,1290,1530,1950,2560
75253,"Dallas, TX HUD Metro FMR Area",960,1030,1220,1560,2040
75254,"Dallas, TX HUD Metro FMR Area",1180,1260,1490,1900,2490
75261,"Dallas, TX HUD Metro FMR Area",940,1070,1270,1690,2100
75270,"Dallas, TX HUD Metro FMR Area",1020,1090,1290,1640,2160
75287,"Dallas, TX HUD Metro FMR Area",1210,1290,1530,1950,2560
75313,"Dallas, TX HUD Metro FMR Area",1020,1090,1290,1640,2160
75315,"Dallas, TX HUD Metro FMR Area",1020,1090,1290,1640,2160
75336,"Dallas, TX HUD Metro FMR Area",1020,1090,1290,1640,2160
75339,"Dallas, TX HUD Metro FMR Area",1020,1090,1290,1640,2160
75342,"Dallas, TX HUD Metro FMR Area",1020,1090,1290,1640,2160
75354,"Dallas, TX HUD Metro FMR Area",1020,1090,1290,1640,2160
75355,"Dallas, TX HUD Metro FMR Area",1020,1090,1290,1640,2160
75356,"Dallas, TX HUD Metro FMR Area",1020,1090,1290,1640,2160
75357,"Dallas, TX HUD Metro FMR Area",1020,1090,1290,1640,2160
75360,"Dallas, TX HUD Metro FMR Area",1020,1090,1290,1640,2160
75367,"Dallas, TX HUD Metro FMR Area",1020,1090,1290,1640,2160
75370,"Dallas, TX HUD Metro FMR Area",1260,1350,1600,2040,2680
75371,"Dallas, TX HUD Metro FMR Area",1020,1090,1290,1640,2160
75372,"Dallas, TX HUD Metro FMR Area",1020,1090,1290,1640,2160
75374,"Dallas, TX HUD Metro FMR Area",1020,1090,1290,1640,2160
75376,"Dallas, TX HUD Metro FMR Area",1020,1090,1290,1640,2160
75378,"Dallas, TX HUD Metro FMR Area",1020,1090,1290,1640,2160
75379,"Dallas, TX HUD Metro FMR Area",1260,1350,1600,2040,2680
75380,"Dallas, TX HUD Metro FMR Area",1020,1090,1290,1640,2160
75381,"Dallas, TX HUD Metro FMR Area",1020,1090,1290,1640,2160
75382,"Dallas, TX HUD Metro FMR Area",1020,1090,1290,1640,2160
75390,"Dallas, TX HUD Metro FMR Area",1020,1090,1290,1640,2160
75398,"Dallas, TX HUD Metro FMR Area",1020,1090,1290,1640,2160
75401,"Dallas, TX HUD Metro FMR Area",790,840,1000,1270,1670
75402,"Dallas, TX HUD Metro FMR Area",880,950,1120,1430,1880
75403,"Dallas, TX HUD Metro FMR Area",850,900,1070,1360,1790
75404,"Dallas, TX HUD Metro FMR Area",850,900,1070,1360,1790
75407,"Dallas, TX HUD Metro FMR Area",1120,1200,1420,1810,2380
75409,"Dallas, TX HUD Metro FMR Area",1600,1710,2020,2570,3380
